ID,Name,Address,Phone,WeChat,Email,Profession,Age,Risk Status,Registration Time,Withdraw,Priority Letter,Local Registry ID,Hopsital ID
2023024590,Exnsu,Maqiao,13634770626,wxid_q3c9swuv2xgxjb,5476015062@sina.com,Student,Adult,High risk,2022-1-6 20:00,0,0,1,0
4900408657,Vlxynjer,Haichang,25031956864,wxid_ty87xyllkce8ss,3287337464@sina.com,Engineer,Senior,Medium risk,2022-1-6 20:12,0,0,2,2
8359562891,Qumsqzv,Xiashi,31327342449,wxid_yt7mri0hctiohs,9736775399@gmail.com,Teacher,Old Person,High risk,2022-1-6 23:12,0,0,0,012
3164615229,Vwiu,Maqiao,54073184612,wxid_z1phajp9rgfl3c,4880762335@qq.com,Journalist,Adult,High risk,2022-1-6 23:18,0,0,2,12
2733220490,Uuxiow,Haichang,98260343157,wxid_eyzrj2u3dbxa5x,3123221131@163.com,Student,Young Adult,Low risk,2022-1-6 23:36,0,0,2,1
end of half day
2241463538,Qssduo,Xiashi,25845414443,wxid_5anxr03teptlnx,4169876269@sina.com,Farmer,Adult,Low risk,2022-1-7 05:24,0,0,0,02
end of half day
5644423928,Kckds,Xiashi,11164012326,wxid_k3aaqwn7mnx0hf,4912763353@qq.com,Farmer,Old Person,No risk,2022-1-7 13:12,0,0,1,10
1053161442,Symiy,Haichang,50408600129,wxid_apf94az9ailyii,9855485272@qq.com,Farmer,Old Person,High risk,2022-1-7 16:48,0,0,0,210
8623577451,Bmltloc,Maqiao,85957965386,wxid_3ifrzj2qsn0hvj,7316484839@sina.com,Farmer,Senior,Low risk,2022-1-7 19:12,0,0,1,0
8865248189,Bdnfuyvy,Haichang,55594033665,wxid_oya2y1rdzcki8v,6962628501@qq.com,Student,Adult,Low risk,2022-1-7 20:24,0,0,1,12
7553053285,Xgaza,Maqiao,42207816951,wxid_ts0llfduxuq76j,1513187759@qq.com,Businessman,Adolescent,High risk,2022-1-7 20:24,0,0,0,021
7235806426,Fonauusy,Haizhou,16960872153,wxid_me1kubww6s6str,6528529311@gmail.com,Actor,Adolescent,Low risk,2022-1-7 23:30,0,0,2,01
end of half day
1233112786,Ddrlax,Xiashi,91166221966,wxid_6kibc0gtlm9hob,3402850540@sina.com,Farmer,Old Person,Medium risk,2022-1-8 01:00,0,0,1,2
9807376290,Qoxjbx,Maqiao,50396964107,wxid_bm41nrceervh2z,7435566595@163.com,Student,Senior,Low risk,2022-1-8 01:36,0,0,0,201
1745133414,Jkhujvh,Haichang,53080902173,wxid_5b6ilnczhvs2lt,9023135865@gmail.com,Businessman,Old Person,Medium risk,2022-1-8 04:24,0,0,2,12
9775869856,Qmvjeb,Haichang,11225270557,wxid_zgztdrgb11q3rm,2924788093@qq.com,Programmer,Old Person,Low risk,2022-1-8 11:12,0,0,0,201
end of half day
1270510211,Ismuou,Maqiao,46598754238,wxid_acj6swiajns47g,1211736683@163.com,Programmer,Children,Low risk,2022-1-8 12:00,0,0,2,102
3403261641,Tpfxgyad,Maqiao,26872900817,wxid_7h5egsnclxyj6l,2332919373@qq.com,Teacher,Children,Low risk,2022-1-8 22:42,0,0,0,0
end of half day
5460221956,Apnmkg,Haizhou,47700571689,wxid_dgg1u9qns2ygga,7546150288@sina.com,Student,Senior,Medium risk,2022-1-9 00:18,0,0,2,0
2658037348,Rqlhom,Haizhou,62534433418,wxid_r6rxk7rd4zjumf,6312392783@qq.com,Journalist,Adult,Low risk,2022-1-9 07:30,0,0,1,2
7639956143,Wyzs,Haizhou,84248657113,wxid_labar21wscjdbe,2311248402@163.com,Programmer,Young Adult,Low risk,2022-1-9 09:36,0,0,2,2
end of half day
5903260726,Xmpo,Haizhou,98849112180,wxid_roz08xfix3gxft,9810970605@gmail.com,Businessman,Children,Medium risk,2022-1-9 21:6,0,0,1,1
1745133414,Jkhujvh,Haichang,53080902173,wxid_5b6ilnczhvs2lt,9023135865@gmail.com,Actor,Old Person,High risk,2022-1-8 04:24,0,0,2,12
end of half day
7977497911,Wfsc,Haizhou,81407888434,wxid_nnt8y6whleh1sz,7693867364@sina.com,Businessman,Elderly Person,Medium risk,2022-1-10 01:48,0,0,2,02
2233505825,Lhlkdcx,Xiashi,73760019540,wxid_8mi5jzza1tvmlb,9875295311@qq.com,Teacher,Old Person,Medium risk,2022-1-10 06:18,0,0,0,120
8357429512,Teallcmu,Maqiao,34533972905,wxid_sbknasli8oelqo,7738259297@sina.com,Actor,Adolescent,Medium risk,2022-1-10 06:42,0,0,1,102
end of half day
4884960460,Utmhlph,Haichang,96846012500,wxid_ea1g3fgadb0cax,6069817949@qq.com,Journalist,Elderly Person,No risk,2022-1-10 18:6,0,0,2,02
4058007909,Fdpah,Haizhou,17366724626,wxid_30e9jfobgifvzc,4314821031@sina.com,Actor,Old Person,Medium risk,2022-1-10 21:24,0,0,1,01
end of half day
9066557836,Oljkmnco,Maqiao,90593986894,wxid_jnfbcdponu267m,1961870827@sina.com,Programmer,Elderly Person,No risk,2022-1-11 00:6,0,0,1,1
3044554313,Fmmc,Haichang,94566174184,wxid_shwobfvh6pg29w,8969570282@163.com,Businessman,Elderly Person,No risk,2022-1-11 05:30,0,0,1,120
4005299157,Bynwbm,Maqiao,43860522495,wxid_dd51exakfqqgcj,6833296883@gmail.com,Journalist,Elderly Person,High risk,2022-1-11 10:6,0,0,0,02
end of half day
1694875750,Spsglmyj,Haichang,23561812202,wxid_fp6mqo0vl7dkno,1963872100@sina.com,Teacher,Adolescent,Medium risk,2022-1-11 15:24,0,0,0,120
end of half day
5712520948,Iighhbz,Haichang,35235540051,wxid_um0tbmdesn7ouv,5657617545@gmail.com,Engineer,Adult,Low risk,2022-1-12 01:24,0,0,2,10
5453501018,Vflrfs,Maqiao,34403224502,wxid_6bzys9niq4urij,5332001590@163.com,Programmer,Old Person,No risk,2022-1-12 11:30,0,0,0,01
end of half day
8853470709,Oeeozlr,Haichang,99382622305,wxid_natulb00rhsinn,6346288908@gmail.com,Programmer,Young Adult,Medium risk,2022-1-12 18:00,0,0,1,1
4716468564,Jdqvkt,Xiashi,14884708985,wxid_yj9arh40anlapq,5834394609@gmail.com,Farmer,Elderly Person,Medium risk,2022-1-12 18:18,0,0,1,102
2109799646,Gsvuoz,Haizhou,87910659278,wxid_gyga5jqt84wluc,9597335241@qq.com,Actor,Young Adult,High risk,2022-1-12 18:42,0,0,2,10
3057880855,Ivadl,Haizhou,70979117871,wxid_caz1wl44rlbbpq,8033249082@qq.com,Programmer,Adolescent,Low risk,2022-1-12 19:48,0,0,2,02
end of half day
7280728667,Udddso,Haizhou,82183267012,wxid_aifch0h40qyrnu,4736200407@163.com,Teacher,Adult,No risk,2022-1-13 04:30,0,0,0,0
3553757135,Phthst,Haichang,60878897282,wxid_4fptue8uxpjj8r,6351734986@gmail.com,Actor,Senior,Low risk,2022-1-13 07:54,0,0,2,12
end of half day
7280459603,Uuexvay,Haizhou,40404656945,wxid_iomddn61qavtcz,7635856843@sina.com,Teacher,Young Adult,Low risk,2022-1-13 13:42,0,0,2,10
1029446672,Auqafela,Xiashi,12546035103,wxid_0rpxe0hqcabq3s,9675359625@qq.com,Engineer,Young Adult,Medium risk,2022-1-13 15:18,0,0,1,01
4698076436,Cehvgpt,Haizhou,32559323314,wxid_ptgma1e5n7pcjh,2157451105@qq.com,Actor,Children,High risk,2022-1-13 15:24,0,0,2,201
6922421061,Zail,Maqiao,79404880567,wxid_7auy6yqytqyi7y,2851427321@163.com,Businessman,Children,Low risk,2022-1-13 19:48,0,0,0,0
4574327475,Kqbbziud,Xiashi,39883904491,wxid_e7ipn3mp1wexmu,7270273282@163.com,Actor,Adult,Medium risk,2022-1-13 20:24,0,0,2,120
8931891908,Immdwklv,Xiashi,77428153871,wxid_m07wsvzcbrmk9f,1656385429@sina.com,Engineer,Adolescent,High risk,2022-1-13 21:12,0,0,2,12
end of half day
2610292209,Lqrdo,Haichang,63559608361,wxid_x1hz6cejmae2js,9375797622@gmail.com,Student,Adult,No risk,2022-1-14 03:12,0,0,2,1
7627654690,Ccitiv,Haichang,25803533580,wxid_nteomd0p7u5blp,1490945103@sina.com,Businessman,Children,Low risk,2022-1-14 11:24,0,0,2,102
end of half day
1464570595,Vqht,Haizhou,88462746480,wxid_5lgp6lomx2dplt,9638499735@163.com,Actor,Old Person,No risk,2022-1-14 12:24,0,0,2,01
5382861980,Cvvxn,Xiashi,98353792685,wxid_odyos8iq6huhsd,4944377544@gmail.com,Actor,Elderly Person,No risk,2022-1-14 15:36,0,0,2,21
7440531419,Ldhsrkvz,Haichang,88335030276,wxid_sciky3k9j8srrv,9568344421@sina.com,Student,Young Adult,Low risk,2022-1-14 23:6,0,0,2,2
end of half day
end of half day
4163087648,Bflio,Haichang,76796467793,wxid_8ez6tlezznhdlm,9447476011@sina.com,Student,Children,No risk,2022-1-15 18:6,0,0,2,012
2271077660,Wyobckgd,Xiashi,64271319972,wxid_mi0zd7wjoi9ina,4965489946@gmail.com,Programmer,Elderly Person,High risk,2022-1-15 20:36,0,0,1,120
end of half day
1367742443,Bzvluq,Haizhou,65109851750,wxid_guglgegqw2i3tb,2800728095@gmail.com,Businessman,Young Adult,Medium risk,2022-1-16 02:00,0,0,2,02
2869926049,Oiztn,Xiashi,32876703211,wxid_ajmhj6iia16fhj,6808331933@163.com,Journalist,Old Person,No risk,2022-1-16 07:54,0,0,0,120
end of half day
4346656172,Cygnodyp,Xiashi,61992652975,wxid_cx1cwyz2lwdk5k,9942080095@163.com,Businessman,Adult,Medium risk,2022-1-16 16:30,0,0,0,012
2435097742,Cxhnw,Maqiao,77260829311,wxid_42bywkjemhpnpt,8647027117@sina.com,Actor,Children,High risk,2022-1-16 19:42,0,0,2,10
7714572320,Ooixow,Xiashi,33110885310,wxid_k5x8zmdrjn4vae,6733256139@qq.com,Businessman,Children,High risk,2022-1-16 21:36,0,0,2,0
3771937836,Apwfal,Maqiao,56325800305,wxid_oiyh9xluo5xblo,6245555161@163.com,Farmer,Old Person,Medium risk,2022-1-16 22:18,0,0,2,20
2109124880,Iokno,Haichang,12008901971,wxid_xuoccu0pu7ht7x,5420708867@gmail.com,Actor,Children,Medium risk,2022-1-16 22:30,0,0,2,102
end of half day
end of half day
2975124108,Nbukupdz,Haizhou,51517183346,wxid_dg6ry3eppso4zm,4332476865@163.com,Programmer,Young Adult,Low risk,2022-1-17 12:54,0,0,1,20
1414734149,Qjtu,Maqiao,97608591511,wxid_7zh9s3uoemphkx,3294240707@163.com,Engineer,Children,High risk,2022-1-17 14:18,0,0,0,021
end of half day
2888477281,Ngob,Maqiao,37835004902,wxid_l5m0fxekw2eicm,4515002220@gmail.com,Businessman,Adult,High risk,2022-1-18 05:54,0,0,1,02
4213976536,Nmrzfqbl,Xiashi,94448814036,wxid_oo4i8j0ifqhplj,9325072986@gmail.com,Actor,Elderly Person,High risk,2022-1-18 11:18,0,0,2,20
end of half day
end of half day
2367248932,Ujty,Haichang,30886829126,wxid_a4q0lpyjmcmw3v,7433474334@163.com,Programmer,Elderly Person,High risk,2022-1-19 09:00,0,0,1,0
end of half day
7826327981,Ecwf,Haizhou,48791896943,wxid_8jmn5dbzf7wgwx,1447799929@qq.com,Businessman,Senior,High risk,2022-1-19 13:42,0,0,0,01
1809393118,Ixfqhyr,Maqiao,27510987688,wxid_i55axlkzp5nzgx,8010809511@sina.com,Engineer,Senior,Medium risk,2022-1-19 15:42,0,0,2,0
3550092633,Vhssy,Xiashi,84808170354,wxid_hrantctk5r11lh,8151366357@163.com,Programmer,Children,Medium risk,2022-1-19 18:54,0,0,1,01
7339505049,Ngrr,Haichang,63183988072,wxid_3ntnkt9cas2fnf,7008478250@sina.com,Businessman,Senior,No risk,2022-1-19 21:36,0,0,0,012
2663794042,Wibmw,Haichang,36892136091,wxid_8mez10lrhizdhz,3444735752@163.com,Farmer,Young Adult,High risk,2022-1-19 23:54,0,0,2,1
end of half day
5362117132,Kozbhyr,Xiashi,39481360870,wxid_q8qrkkmdgnu4ff,7783549578@gmail.com,Teacher,Old Person,Low risk,2022-1-20 09:30,0,0,1,20
end of half day
2111786261,Letijrb,Haichang,27785959939,wxid_q3ssbd1ivd7tcx,8931023679@163.com,Farmer,Senior,High risk,2022-1-20 14:30,0,0,1,01
3186355863,Otpaw,Haizhou,89618188692,wxid_lvscke2ku93ybo,5035972070@sina.com,Businessman,Young Adult,Low risk,2022-1-20 16:6,0,0,2,01
7954863017,Aprmccj,Haichang,20351919009,wxid_xik1fspuv2xf5t,9742315905@gmail.com,Actor,Young Adult,Medium risk,2022-1-20 17:54,0,0,1,021
6657166376,Pmrdfnv,Xiashi,32739310656,wxid_ynyqgvxrw24hwk,8557265145@163.com,Engineer,Adolescent,Medium risk,2022-1-20 20:42,0,0,0,10
end of half day
3199971917,Aldl,Haichang,23269530937,wxid_o0tyooszh1usek,1987654627@sina.com,Actor,Adult,High risk,2022-1-21 01:18,0,0,2,0
9036558130,Vyfxvtms,Haizhou,31108576320,wxid_2nxal8hzr9irjx,2403461600@qq.com,Programmer,Young Adult,High risk,2022-1-21 04:48,0,0,1,120
3153230179,Unktuvet,Haichang,33779108941,wxid_qfr66ynrrl0lwo,1787544320@gmail.com,Farmer,Children,Medium risk,2022-1-21 05:42,0,0,2,0
5528176292,Pasryh,Haichang,43430566804,wxid_eow9bdb03nvmhn,5442093042@gmail.com,Engineer,Senior,Low risk,2022-1-21 06:6,0,0,1,10
5686550544,Jziszvtw,Xiashi,33617148741,wxid_4yotrq6zc5uwav,4534543705@gmail.com,Actor,Adolescent,Medium risk,2022-1-21 10:54,0,0,1,021
end of half day
3560307351,Rwsfiy,Maqiao,32901449689,wxid_rfzgpvs021qdsz,2329437554@163.com,Businessman,Children,Medium risk,2022-1-21 21:18,0,0,1,201
3002386985,Oocdfvit,Haichang,17497277767,wxid_vw00bsny9rfnec,4670482809@qq.com,Teacher,Young Adult,Medium risk,2022-1-21 21:30,0,0,2,012
end of half day
9431249874,Dlbecphq,Haizhou,55141065008,wxid_abjqwmms5c5gue,9370880071@gmail.com,Actor,Young Adult,Medium risk,2022-1-22 03:6,0,0,0,12
7409371507,Qfvf,Haizhou,82672213982,wxid_6xxtap51dfrnff,1079967079@qq.com,Actor,Senior,High risk,2022-1-22 07:18,0,0,1,102
end of half day
5622075647,Euhr,Haizhou,18756264807,wxid_j4htxvv5ss6ifm,1308918302@qq.com,Businessman,Children,High risk,2022-1-22 12:18,0,0,1,0
1053393136,Uubzwcwa,Haichang,20393664568,wxid_s0khnr1db2qmre,2689928794@163.com,Engineer,Adolescent,High risk,2022-1-22 13:18,0,0,2,01
6132006194,Xbxe,Maqiao,10316643044,wxid_yffjs8wih6x2cw,6963762829@sina.com,Businessman,Young Adult,High risk,2022-1-22 23:48,0,0,1,1
end of half day
1918261478,Ioiyrj,Maqiao,41191911893,wxid_9h7yimbfin3zdj,8987998334@gmail.com,Journalist,Adult,No risk,2022-1-23 01:12,0,0,2,20
7175922478,Sbktg,Xiashi,96652570539,wxid_vtc9ip3cdg4npp,7752567212@gmail.com,Actor,Children,Medium risk,2022-1-23 09:42,0,0,0,021
1732669181,Rxkvc,Xiashi,78402922097,wxid_plr58eyfcrr4bw,7620623070@163.com,Journalist,Old Person,No risk,2022-1-23 11:24,0,0,2,12
end of half day
4780803096,Ootjru,Maqiao,58370140149,wxid_wg8oira8zui6on,6223165705@163.com,Student,Elderly Person,High risk,2022-1-23 12:00,0,0,0,10
7641910383,Zeddipk,Xiashi,65219373937,wxid_sskhddliv1c19o,5261932449@gmail.com,Teacher,Old Person,No risk,2022-1-23 14:6,0,0,1,21
3628704897,Txmty,Haizhou,69453320180,wxid_pkcimzex7a2cvm,5288066800@qq.com,Teacher,Adolescent,High risk,2022-1-23 19:18,0,0,1,021
2347160487,Izqihovm,Haizhou,81864062758,wxid_7b2ex6qtjiznpv,8618626804@qq.com,Student,Senior,Medium risk,2022-1-23 19:30,0,0,2,20
6227163250,Ugsyzhkg,Maqiao,48728487717,wxid_kwpi0gtaze1zcb,9044244647@sina.com,Programmer,Adult,No risk,2022-1-23 20:30,0,0,0,20
end of half day
9966236784,Uhpzyu,Maqiao,36273858290,wxid_7ggvht72athcfn,4234115314@163.com,Journalist,Young Adult,Low risk,2022-1-24 01:48,0,0,2,01
5353572890,Kreppew,Xiashi,50557788941,wxid_jbsys6u4in9jts,4077383197@sina.com,Student,Adult,No risk,2022-1-24 02:00,0,0,1,01
8714855004,Uybs,Maqiao,20615230646,wxid_c3vkc3mjiny8xd,4717251863@qq.com,Teacher,Old Person,Medium risk,2022-1-24 04:54,0,0,2,0
7139885978,Pparhln,Haichang,88174803967,wxid_p27l5vpfrqhxsa,9722854145@163.com,Farmer,Senior,No risk,2022-1-24 10:24,0,0,2,1
end of half day
2726296355,Kvafjcqs,Maqiao,38656168279,wxid_ig6vhchr47lzcd,8463631360@gmail.com,Farmer,Adult,Medium risk,2022-1-24 12:00,0,0,2,12
3998305923,Yvyc,Haichang,32266430148,wxid_6zjrowy9p6gwkz,9268345458@163.com,Businessman,Old Person,No risk,2022-1-24 15:42,0,0,1,1
5073364020,Vlwayb,Maqiao,32913346294,wxid_ew6pv9wanxg6of,8603640759@163.com,Actor,Adolescent,Low risk,2022-1-24 18:18,0,0,1,012
2131747526,Hnjiki,Haichang,74109451271,wxid_qqlp3ledku00aq,6225838601@qq.com,Teacher,Old Person,Low risk,2022-1-24 19:6,0,0,1,2
end of half day
3622647947,Yeudujgo,Haichang,74378967248,wxid_2bly2zsl4lshok,5806500496@gmail.com,Businessman,Young Adult,No risk,2022-1-25 00:12,0,0,0,1
7753150890,Kojmvm,Xiashi,63428533571,wxid_wr05emsm4jljev,5245081264@qq.com,Teacher,Adolescent,No risk,2022-1-25 01:24,0,0,2,21
1161798519,Sgsnlr,Haichang,62000270628,wxid_8jc2ysku8mkrpk,2664101764@qq.com,Businessman,Adult,No risk,2022-1-25 03:54,0,0,2,01
3687138842,Fzapudg,Haichang,93635031830,wxid_z4vgqu8f0iibvc,4561163209@163.com,Businessman,Adult,Low risk,2022-1-25 05:18,0,0,1,12
6481481767,Cxpnx,Maqiao,87908568216,wxid_9yujb3rtj5tayg,1332274604@qq.com,Actor,Elderly Person,Medium risk,2022-1-25 11:18,0,0,2,1
end of half day
2037357493,Lhycveab,Haizhou,59223475712,wxid_m9bzhpub8ifn8f,8054390128@gmail.com,Businessman,Senior,High risk,2022-1-25 14:30,0,0,2,210
8616844374,Vemjigq,Xiashi,11816566481,wxid_1ap3beahmszlvs,1546524281@163.com,Actor,Adolescent,Low risk,2022-1-25 20:6,0,0,1,0
8337288220,Tpznqa,Haizhou,35679463239,wxid_u67arxr0sbeugl,5038397077@163.com,Programmer,Adult,High risk,2022-1-25 23:30,0,0,0,2
end of half day
5856716078,Bmzsqkha,Haichang,41896236317,wxid_8x8kjibq8efnii,6381158605@qq.com,Student,Elderly Person,No risk,2022-1-26 03:00,0,0,0,1
6255087170,Srem,Xiashi,31506168260,wxid_halpizsbk040nc,1477310424@163.com,Journalist,Children,Low risk,2022-1-26 10:54,0,0,2,1
end of half day
2679867301,Bzmilxrd,Haichang,27632126309,wxid_bbter7z7eevl3j,6289505107@gmail.com,Actor,Senior,No risk,2022-1-26 20:00,0,0,2,210
end of half day
5364775776,Uttrag,Xiashi,84172042578,wxid_nk3yvuj1r3eabi,3265674570@163.com,Farmer,Children,Low risk,2022-1-27 01:00,0,0,0,120
6036600291,Iofis,Xiashi,27939781860,wxid_c5gfzh96mswnfr,9408186731@gmail.com,Journalist,Elderly Person,No risk,2022-1-27 02:48,0,0,0,201
2965829649,Nvpj,Xiashi,63096785114,wxid_x4z3cvjlobcotl,7260246842@qq.com,Businessman,Children,No risk,2022-1-27 08:6,0,0,1,0
end of half day
7408763407,Vmdmy,Maqiao,32595897383,wxid_cbyn0jznh6f1ui,6687503196@163.com,Student,Senior,Low risk,2022-1-27 19:36,0,0,0,102
7751271114,Bzlwt,Maqiao,90065746383,wxid_0bminoh0qg7hzg,2970303958@gmail.com,Student,Senior,High risk,2022-1-27 19:54,0,0,0,102
end of half day
4443512607,Kwtjhg,Haichang,84334218661,wxid_6eldzta9ax5keh,3611362889@sina.com,Teacher,Adolescent,Medium risk,2022-1-28 04:00,0,0,0,0
end of half day
9106341908,Kdls,Haizhou,50759344220,wxid_i2tghxgw6gwgds,9124785587@163.com,Journalist,Adolescent,Low risk,2022-1-28 12:6,0,0,1,10
4294227787,Tgnatjel,Maqiao,36400764841,wxid_qmtbzib2a8esim,8334927292@sina.com,Actor,Adolescent,Low risk,2022-1-28 17:24,0,0,2,20
5007236278,Royqunc,Xiashi,44227732571,wxid_ofi4wisgjy52ca,4267060639@qq.com,Farmer,Children,No risk,2022-1-28 18:42,0,0,1,120
end of half day
6584867208,Iibdey,Maqiao,68299168397,wxid_ygbff7mo0g6lqk,1769433119@qq.com,Engineer,Adolescent,Medium risk,2022-2-1 02:12,0,0,2,2
1700840115,Txyytbx,Haizhou,81083296272,wxid_gr80iqmaiusizw,4280594064@sina.com,Actor,Children,No risk,2022-2-1 02:30,0,0,1,0
2859593401,Xvqdzoa,Haizhou,41957298357,wxid_ycmkldaxaf5bgy,5626287739@163.com,Farmer,Senior,High risk,2022-2-1 02:48,0,0,2,1
6036600291,Iofis,Xiashi,27939781860,wxid_c5gfzh96mswnfr,9408186731@gmail.com,Journalist,Elderly Person,No risk,2022-2-1 06:48,1,0,0,201
2061498515,Hodhgr,Haichang,38454621342,wxid_9g5ifyek0epoaq,2310860013@gmail.com,Farmer,Adult,High risk,2022-2-1 09:00,0,0,1,2
7135271721,Ejwokmru,Haizhou,71513001649,wxid_56oiwykze4spof,5041191410@gmail.com,Teacher,Adult,High risk,2022-2-1 09:24,0,0,0,201
6381584958,Kghwb,Maqiao,27336706099,wxid_p9gwu9arfmrjqa,9572418448@qq.com,Programmer,Senior,No risk,2022-2-1 11:42,0,0,1,2
end of half day
6382268987,Brng,Haizhou,69353748647,wxid_8syflc3jurdsra,2148397086@gmail.com,Farmer,Adolescent,High risk,2022-2-1 22:24,0,0,1,102
end of half day
7847762117,Lkzzkuc,Haichang,91999563779,wxid_k36e6oqcygdaqp,4379599677@163.com,Farmer,Old Person,Low risk,2022-2-2 00:24,0,0,2,21
6426047767,Ekkqijp,Maqiao,56587288665,wxid_4tgq72jiohsury,7792070364@163.com,Businessman,Children,Medium risk,2022-2-2 05:6,0,0,2,021
2588399750,Kbpmsbyt,Xiashi,31861591010,wxid_ajwf9tphp7mkmu,9555982090@qq.com,Teacher,Adult,High risk,2022-2-2 05:12,0,0,2,20
end of half day
end of half day
1783190833,Tukoebi,Maqiao,71858204530,wxid_g2q1kgqqmhtz7a,1513387218@163.com,Student,Children,High risk,2022-2-3 00:00,0,0,2,021
6980002680,Vobjwahr,Haizhou,27053048767,wxid_ndauu9mftcnh0o,2901062705@qq.com,Farmer,Elderly Person,Low risk,2022-2-3 02:18,0,0,2,102
8158725522,Fkeqgbr,Maqiao,96571843779,wxid_ey6vw5y7yhikdx,9847012544@163.com,Actor,Young Adult,High risk,2022-2-3 03:48,0,0,0,102
9745141345,Haqppoq,Haichang,64041839228,wxid_a6inwewaf8r1rr,8758399853@qq.com,Businessman,Children,Medium risk,2022-2-3 10:00,0,0,2,021
1778081888,Hqbqomlr,Haichang,23044483408,wxid_spxkl1ef2jy3hc,7977637155@gmail.com,Programmer,Elderly Person,Medium risk,2022-2-3 10:48,0,0,1,102
7507770961,Gbxhf,Xiashi,86805235996,wxid_hdmuktj81zbmtt,5717591341@qq.com,Teacher,Old Person,No risk,2022-2-3 11:54,0,0,2,2
